iter,loss,loss_f,loss_b
1,21.87940788269043,21.73270034790039,0.14670760929584503
2,21.803356170654297,21.70529556274414,0.09805980324745178
3,21.739229202270508,21.68031883239746,0.058911021798849106
4,21.687946319580078,21.657978057861328,0.029968412593007088
5,21.649641036987305,21.63841438293457,0.011226286180317402
6,21.623504638671875,21.621625900268555,0.0018779024248942733
7,21.607746124267578,21.607437133789062,0.00030809236341156065
8,21.59977912902832,21.59549903869629,0.0042792391031980515
9,21.5966854095459,21.585369110107422,0.011315625160932541
10,21.595775604248047,21.576622009277344,0.01915387623012066
11,21.594968795776367,21.568906784057617,0.026061365380883217
12,21.592920303344727,21.56196403503418,0.030955316498875618
13,21.58898162841797,21.555618286132812,0.03336403891444206
14,21.583040237426758,21.54973793029785,0.03330143541097641
15,21.57536506652832,21.544246673583984,0.03111925534904003
16,21.56645393371582,21.539079666137695,0.027374550700187683
17,21.55690574645996,21.534183502197266,0.022722573950886726
18,21.547330856323242,21.52950096130371,0.017830248922109604
19,21.538236618041992,21.52493667602539,0.013300755061209202
20,21.529949188232422,21.520343780517578,0.00960526429116726
21,21.522520065307617,21.51549530029297,0.00702480785548687
22,21.51570701599121,21.510089874267578,0.005617175251245499
23,21.509010314941406,21.503780364990234,0.0052295648492872715
24,21.50178337097168,21.496219635009766,0.005564222577959299
25,21.4934024810791,21.487123489379883,0.006278660148382187
26,21.483394622802734,21.4763126373291,0.007081865798681974
27,21.47150993347168,21.463716506958008,0.007792818360030651
28,21.457685470581055,21.4493350982666,0.008351106196641922
29,21.441923141479492,21.43313217163086,0.008790879510343075
30,21.424091339111328,21.414894104003906,0.009197509847581387
31,21.4038028717041,21.39413833618164,0.009664509445428848
32,21.380456924438477,21.370195388793945,0.010262133553624153
33,21.35352897644043,21.34250831604004,0.011021332815289497
34,21.322837829589844,21.310911178588867,0.011925838887691498
35,21.288537979125977,21.275636672973633,0.012901020236313343
36,21.250638961791992,21.236833572387695,0.013804538175463676
37,21.208406448364258,21.19394874572754,0.014458454214036465
38,21.16070556640625,21.14596176147461,0.014743117615580559
39,21.107023239135742,21.092344284057617,0.014679276384413242
40,21.047500610351562,21.033077239990234,0.014423620887100697
41,20.98128318786621,20.96710205078125,0.01418076828122139
42,20.90618133544922,20.892126083374023,0.014054643921554089
43,20.820863723754883,20.806917190551758,0.013946057297289371
44,20.724233627319336,20.71065330505371,0.013579760678112507
45,20.61250114440918,20.59977912902832,0.012721190229058266
46,20.48206329345703,20.470611572265625,0.011452066712081432
47,20.33072853088379,20.320636749267578,0.010092303156852722
48,20.15349769592285,20.144617080688477,0.008880124427378178
49,19.946414947509766,19.9385929107666,0.007822033017873764
50,19.70482063293457,19.697906494140625,0.006914315279573202
51,19.421920776367188,19.415523529052734,0.0063974508084356785
52,19.093143463134766,19.08655548095703,0.006587882526218891
53,18.712541580200195,18.70488929748535,0.007653156761080027
54,18.2773380279541,18.26759910583496,0.009739437140524387
55,17.783554077148438,17.770456314086914,0.013098412193357944
56,17.229877471923828,17.212053298950195,0.017824450507760048
57,16.616092681884766,16.5921688079834,0.023924000561237335
58,15.94670295715332,15.915050506591797,0.03165201097726822
59,15.229686737060547,15.188599586486816,0.04108705744147301
60,14.477806091308594,14.426095008850098,0.0517108179628849
61,13.709779739379883,13.646475791931152,0.06330354511737823
62,12.950018882751465,12.874922752380371,0.07509578764438629
63,12.22741985321045,12.1422119140625,0.08520817756652832
