Question,Number,Module,Training Time,Student Training Time
Burgers_inv_distill,EXP,PINN,800.7876160144806,794.3607375621796
Burgers_inv_distill,EXP,PINN,800.7876160144806,794.3607375621796
Burgers_inv_distill,EXP,PINN,1268.3101558685303,1436.1434161663055
Burgers_inv_distill,EXP,PINN,1268.3101558685303,1436.1434161663055
